point,plot,landscape,salinity.exposure,DateTime.PST,date,time.local,DateTimeLocal,Type,source,tide.note,tide.flow,tide.period,depth.cm,water.vial.id,ghg.id,filter.id,filter.volume.ml,salinity.psu,temperature.c,ph,do.mgl,orp.mv,fe2.mgl,hs.mgl,doc.mgl,tdn.mgl,CO2.umolar,CH4.umolar,N2O.umolar,d13ch4.permil,O2.umolar,CO2.stddev.umolar,CH4.stddev.umolar,N2O.stddev.umolar,d13ch4.stddev.permil,Sensor.HydraulicHead.m,Sensor.T.C,Sensor.S.PSU,Sensor.pH,Sensor.Note,Notes,alkalinity.caco3.mgl,tss.mgl,cdom,conductivity.uscm,spc.uscm,do.perc,pressure.mmhg,co2.ppm,ch4.ppm,n2o.ppm,nh3.ppm.for.reference.only,co2.stddev.ppm,ch4.stddev.ppm,n2o.stddev.ppm,nh3.stddev.ppm.for.reference.only,Kh.CO2,Kh.CH4,Kh.N2O,d13ch4.permil.raw,d13ch4.stddev.permil.raw,Filled.salinity.psu,Filled.temperature.c,Filled.ph,Fill.Notes
BC12,middle,river.bank,low,1/23/2020 15:41,1/23/2020,3:41:00 PM,1/23/2020 15:41,Porewater,sipper,NA,ebb,low tide,60,3638-12,"3638-421, 3638-422",3638-212,120,2.63,8,8.27,4.79,-80.9,0,0.03,NA,NA,NA,NA,NA,NA,149.6968561,NA,NA,NA,NA,NA,NA,NA,NA,,raining ,NA,NA,NA,3303,4896,41.1,758,NA,NA,NA,NA,NA,NA,NA,NA,0.053177035,0.049029687,0.045493604,NA,NA,2.63,8,8.27,NA
BC01,mouth,river,medium,NA,,,NA,Porewater,sipper,NA,NA,NA,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Missing date,"Aditi's dipper; taken from riverbed, missing DateTime ",NA,NA,NA,NA,NA,NA,NA,15957,58.02,-4.902,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BC13,middle,floodplain,low,NA,6/25/2019,,NA,Porewater,microrhizome,NA,NA,NA,60,3637-29z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,Date added from sample sheet - Cora ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BC14,middle,hillslope,low,NA,,,NA,Porewater,microrhizome,NA,NA,NA,90,3637-31z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.6,3.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Missing date, ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BC14,middle,hillslope,low,NA,,,NA,Porewater,microrhizome,NA,NA,NA,60,3637-32z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.21,2.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Missing date, ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BC14,middle,hillslope,low,NA,,,NA,Porewater,microrhizome,NA,NA,NA,30,3637-33z,NA,NA,NA,NA,NA,NA,NA,NA,12.0826625,NA,14.93,3.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Missing date, ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BC01,mouth,river,medium,1/23/2018 10:45,1/23/2018,10:45:00 AM,1/23/2018 10:45,Surface water,surface.water,flooded,flood,low tide,NA,3609-301,NA,NA,NA,NA,NA,6.09,NA,NA,NA,NA,4.262,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.7,NA,NA,"temp from BC02 at 9:50 and BC04 at 11:20 on 1/23, S est from original cond", ,9.8,22.98850575,0.007,339,NA,NA,NA,1668.7,55.34,0.37,NA,1.54,0.077,0.0042,NA,NA,NA,NA,NA,NA,NA,10.7,6.09,sensor-filled T
BC01,mouth,river,medium,1/23/2018 11:45,1/23/2018,11:45:00 AM,1/23/2018 11:45,Surface water,surface.water,flooded,flood,low tide,NA,3609-302,NA,NA,NA,NA,NA,6.29,NA,NA,NA,NA,4.344,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,"temp from PW BC02 at 11:35 on 1/23, S est from original cond", ,10.4,32.96703297,0.007,322,NA,NA,NA,1489.4,72.56,0.35,NA,1.518,0.146,0.0042,NA,NA,NA,NA,NA,NA,NA,9,6.29,sensor-filled T
BC11,middle,river,low,1/23/2018 14:20,1/23/2018,2:20:00 PM,1/23/2018 14:20,Surface water,surface.water,flooded,flood,high tide,NA,3609-303,NA,NA,NA,NA,NA,6.07,NA,NA,NA,NA,4.491,NA,NA,NA,NA,-36.71,NA,NA,NA,NA,6.36,NA,9,NA,NA,"temp from PW BC12 at 9:35 on 1/25, S est from original cond", ,10.6,24.71910112,0.031,269.9,NA,NA,NA,1911.8,64.22,0.38,NA,2.647,0.009,0.0075,NA,NA,NA,NA,-36.71,6.36,NA,9,6.07,sensor-filled T
BC11,middle,river,low,1/23/2018 15:20,1/23/2018,3:20:00 PM,1/23/2018 15:20,Surface water,surface.water,flooded,flood,high tide,NA,3609-304,NA,NA,NA,NA,NA,6.14,NA,NA,NA,NA,4.701,NA,NA,NA,NA,-34.39,NA,NA,NA,NA,5.85,NA,9,NA,NA,"temp from PW BC12 at 9:35 on 1/25, S est from original cond", ,10,7.025761124,0.034,278,NA,NA,NA,1629.1,76.33,0.37,NA,0.107,1.163,0.0055,NA,NA,NA,NA,-34.39,5.85,NA,9,6.14,sensor-filled T
BC11,middle,river,low,1/23/2018 17:00,1/23/2018,5:00:00 PM,1/23/2018 17:00,Surface water,surface.water,flooded,ebb,high tide,NA,3609-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.565,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,, ,NA,5.714285714,0.027,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BC11,middle,river,low,1/23/2018 18:00,1/23/2018,6:00:00 PM,1/23/2018 18:00,Surface water,surface.water,flooded,ebb,high tide,NA,3609-2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,, ,NA,5.755395683,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BC11,middle,river,low,1/23/2018 19:00,1/23/2018,7:00:00 PM,1/23/2018 19:00,Surface water,surface.water,flooded,ebb,high tide,NA,3609-3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.776,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,, ,NA,6.593406593,0.019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BC11,middle,river,low,1/24/2018 4:00,1/24/2018,4:00:00 AM,1/24/2018 4:00,Surface water,surface.water,flooded,flood,high tide,NA,3609-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,, ,NA,6.711409396,0.025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BC11,middle,river,low,1/24/2018 5:00,1/24/2018,5:00:00 AM,1/24/2018 5:00,Surface water,surface.water,flooded,flood,high tide,NA,3609-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,, ,NA,12.6984127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BC11,middle,river,low,1/24/2018 6:00,1/24/2018,6:00:00 AM,1/24/2018 6:00,Surface water,surface.water,flooded,ebb,high tide,NA,3609-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.426,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,, ,NA,23.00884956,0.016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BC11,middle,river,low,1/24/2018 7:00,1/24/2018,7:00:00 AM,1/24/2018 7:00,Surface water,surface.water,flooded,ebb,high tide,NA,3609-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,, ,NA,18.32061069,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BC11,middle,river,low,1/24/2018 8:00,1/24/2018,8:00:00 AM,1/24/2018 8:00,Surface water,surface.water,flooded,ebb,high tide,NA,3609-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,, ,NA,4.444444444,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BC11,middle,river,low,1/24/2018 9:00,1/24/2018,9:00:00 AM,1/24/2018 9:00,Surface water,surface.water,flooded,ebb,low tide,NA,3609-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.488,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,, ,NA,4.571428571,0.027,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BC11,middle,river,low,1/24/2018 10:00,1/24/2018,10:00:00 AM,1/24/2018 10:00,Surface water,surface.water,flooded,ebb,low tide,NA,3609-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,, ,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BC11,middle,river,low,1/24/2018 10:18,1/24/2018,10:18:00 AM,1/24/2018 10:18,Surface water,surface.water,flooded,ebb,low tide,NA,3609-311,NA,NA,NA,NA,NA,6.08,NA,NA,NA,NA,5.405,NA,NA,NA,NA,-38.3,NA,NA,NA,NA,5.92,NA,9,NA,NA,"temp from PW BC12 at 9:35 on 1/25, S est from original cond", ,7.4,3.96039604,0.016,140.9,NA,NA,NA,1719.3,59.47,0.37,NA,1.32,0.076,0.0069,NA,NA,NA,NA,-38.3,5.92,NA,9,6.08,sensor-filled T
BC01,mouth,river,low,1/24/2018 11:30,1/24/2018,11:30:00 AM,1/24/2018 11:30,Surface water,surface.water,flooded,ebb,low tide,NA,3609-312,NA,NA,NA,NA,NA,6.02,NA,NA,NA,NA,4.63,NA,NA,NA,NA,-43.34,NA,NA,NA,NA,0.29,NA,8.8,NA,NA,"temp from PW BC02 at 11:20 on 1/25, S est from original cond", ,7.6,17.14285714,0.029,176.1,NA,NA,NA,1652.2,49.91,0.36,NA,2.695,0.033,0.0056,NA,NA,NA,NA,-43.34,0.29,NA,8.8,6.02,sensor-filled T
BC11,middle,river,low,1/24/2018 13:42,1/24/2018,1:42:00 PM,1/24/2018 13:42,Surface water,surface.water,flooded,flood,low tide,NA,3609-305,NA,NA,NA,NA,NA,5.68,NA,NA,NA,NA,5.113,NA,NA,NA,NA,-25.39,NA,NA,NA,NA,6.47,NA,9,NA,NA,"temp from PW BC12 at 9:35 on 1/25, S est from original cond", ,6,-2.192982456,0.025,94.4,NA,NA,NA,1562,54.4,0.38,NA,2.067,0.195,0.004,NA,NA,NA,NA,-25.39,6.47,NA,9,5.68,sensor-filled T
BC01,mouth,river,medium,1/24/2018 14:10,1/24/2018,2:10:00 PM,1/24/2018 14:10,Surface water,surface.water,flooded,flood,low tide,NA,3609-307,NA,NA,NA,NA,NA,5.87,NA,NA,NA,NA,5.444,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.8,NA,NA,"temp from PW BC02 at 11:20 on 1/25, S est from original cond", ,6.8,0,0.024,192.4,NA,NA,NA,1545.5,50.24,0.38,NA,2.068,0.036,0.0048,NA,NA,NA,NA,NA,NA,NA,8.8,5.87,sensor-filled T
BC11,middle,river,low,1/24/2018 15:00,1/24/2018,3:00:00 PM,1/24/2018 15:00,Surface water,surface.water,flooded,flood,high tide,NA,3609-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.482,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,, ,NA,17.91044776,0.009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BC01,mouth,river,medium,1/24/2018 15:40,1/24/2018,3:40:00 PM,1/24/2018 15:40,Surface water,surface.water,flooded,flood,high tide,NA,3609-306,NA,NA,NA,NA,NA,5.86,NA,NA,NA,NA,5.537,NA,NA,NA,NA,-36.93,NA,NA,NA,NA,4.84,NA,8.8,NA,NA,"temp from PW BC02 at 11:20 on 1/25, S est from original cond", ,6.4,5.115089514,0.015,137.4,NA,NA,NA,1658.8,52.65,0.39,NA,1.1,0.096,0.0044,NA,NA,NA,NA,-36.93,4.84,NA,8.8,5.86,sensor-filled T
BC11,middle,river,low,1/24/2018 16:00,1/24/2018,4:00:00 PM,1/24/2018 16:00,Surface water,surface.water,flooded,flood,high tide,NA,3609-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,, ,NA,13.1147541,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BC01,mouth,river,medium,1/24/2018 16:40,1/24/2018,4:40:00 PM,1/24/2018 16:40,Surface water,surface.water,flooded,flood,high tide,NA,3609-308,NA,NA,NA,NA,NA,5.95,NA,NA,NA,NA,1.507,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.8,NA,NA,"temp from PW BC02 at 11:20 on 1/25, S est from original cond", ,6.4,4.338394794,0.002,285,NA,NA,NA,1549.9,48.52,0.39,NA,0.968,0.022,0.0065,NA,NA,NA,NA,NA,NA,NA,8.8,5.95,sensor-filled T
BC11,middle,river,low,1/24/2018 17:00,1/24/2018,5:00:00 PM,1/24/2018 17:00,Surface water,surface.water,flooded,flood,high tide,NA,3609-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.742,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,, ,NA,9.85915493,0.036,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BC11,middle,river,low,1/25/2018 9:30,1/25/2018,9:30:00 AM,1/25/2018 9:30,Surface water,surface.water,flooded,ebb,high tide,NA,3609-309,NA,NA,NA,NA,NA,6.04,NA,NA,NA,NA,6.602,NA,NA,NA,NA,-12.55,NA,NA,NA,NA,5.59,NA,9,NA,NA,"temp from PW BC12 at 9:35 on 1/25, S est from original cond", ,9.4,4.464285714,NA,160.4,NA,NA,NA,1937.1,66.53,0.36,NA,0.242,0.055,0.0031,NA,NA,NA,NA,-12.55,5.59,NA,9,6.04,sensor-filled T
BC11,middle,river,low,1/25/2018 9:56,1/25/2018,9:56:00 AM,1/25/2018 9:56,Surface water,surface.water,flooded,ebb,low tide,NA,3609-310,NA,NA,NA,NA,NA,5.97,NA,NA,NA,NA,4.999,NA,NA,NA,NA,-37.82,NA,NA,NA,NA,6.07,NA,9,NA,NA,"temp from PW BC12 at 9:35 on 1/25, S est from original cond", ,9,10.84598698,0.035,155,NA,NA,NA,2014.1,70.92,0.37,NA,0.647,0.023,0.005,NA,NA,NA,NA,-37.82,6.07,NA,9,5.97,sensor-filled T
BC01,mouth,river,low,1/25/2018 11:52,1/25/2018,11:52:00 AM,1/25/2018 11:52,Surface water,surface.water,flooded,ebb,low tide,NA,3609-313,NA,NA,NA,NA,NA,5.98,NA,NA,NA,NA,4.567,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.8,NA,NA,"temp from PW BC02 at 11:20 on 1/25, S est from original cond", ,7.2,16,0.024,173.4,NA,NA,NA,1586.2,51.54,0.37,NA,1.045,0.048,0.0022,NA,NA,NA,NA,NA,NA,NA,8.8,5.98,sensor-filled T
BC01,mouth,river,low,1/25/2018 12:16,1/25/2018,12:16:00 PM,1/25/2018 12:16,Surface water,surface.water,flooded,ebb,low tide,NA,3609-314,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,4.637,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.8,NA,NA,"temp from PW BC02 at 11:20 on 1/25, S est from original cond", ,6.6,17.07317073,0,194.5,NA,NA,NA,1499.3,47.36,0.37,NA,0.847,0.065,0.0044,NA,NA,NA,NA,NA,NA,NA,8.8,6,sensor-filled T
BC22,freshwater,freshwater.wetland.edge,none,3/23/2018 8:15,3/23/2018,9:15:00 AM,3/23/2018 9:15,Surface water,surface.water,flooded,ebb,low tide,NA,3618-701,NA,NA,NA,0,NA,6.46,NA,NA,NA,NA,4.56,NA,148.8621637,17.17416364,0.014457125,-71.83,NA,0.158838131,0.279470356,0.000212339,0.07,NA,5.777,NA,NA,temp from BC11 Exo 3/23/2018 12:15, (originally labeled as BC32),30.8,25.53191489,0.033,717,NA,NA,NA,2298,373.57,0.32,NA,2.452,6.079,0.0047,NA,0.064779009,0.04597308,0.045178515,-71.83,0.07,0,5.777,6.46,sensor-filled T
BC01,mouth,river,medium,3/23/2018 13:30,3/23/2018,2:30:00 PM,3/23/2018 14:30,Surface water,surface.water,flooded,flood,low tide,NA,3618-602,NA,NA,NA,NA,NA,6.87,NA,NA,NA,NA,5.032,NA,98.17528561,4.902458101,0.016538145,-54.29,NA,0.138789748,0.072510179,0.000160912,0.27,1.074,6.24,0.21,6.62,"Pre BC01, using BC11", ,52.6,31.91489362,0.035,3270,NA,NA,NA,1555.5,106.96,0.37,NA,2.199,1.582,0.0036,NA,0.063114938,0.0458345,0.044697689,-54.29,0.27,0.21,6.24,6.87,"sensor-filled T, sensor-filled S"
BC02,mouth,river.bank,medium,3/23/2018 14:07,3/23/2018,3:07:00 PM,3/23/2018 15:07,Surface water,surface.water,flooded,flood,low tide,NA,NA,NA,NA,NA,9.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.072166667,6.202766667,0.187666667,6.622333333,"Pre BC01, using BC11","Originally had a duplicate row, now deleted ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.041408613,0.071457667,0.061986361,NA,NA,9.7,6.202766667,6.622333333,"sensor-filled pH, sensor-filled T"
BC03,mouth,floodplain,medium,3/23/2018 14:35,3/23/2018,3:35:00 PM,3/23/2018 15:35,Surface water,surface.water,flooded,flood,high tide,NA,NA,NA,NA,NA,9.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.096166667,6.2315,0.181666667,6.628333333,"Pre BC01, using BC11","Originally had a duplicate row, now deleted ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.042106826,0.070088303,0.061079304,NA,NA,9.3,6.2315,6.628333333,"sensor-filled pH, sensor-filled T"
BC04,mouth,hillslope,medium,3/23/2018 15:00,3/23/2018,4:00:00 PM,3/23/2018 16:00,Surface water,surface.water,flooded,flood,high tide,NA,NA,NA,NA,NA,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.197,6.264,0.19,6.62,"Pre BC01, using BC11","Originally had a duplicate row, now deleted ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.059803173,0.04842254,0.046518332,NA,NA,1.4,6.264,6.62,"sensor-filled pH, sensor-filled T"
BC12,middle,river.bank,low,3/23/2018 16:15,3/23/2018,5:15:00 PM,3/23/2018 17:15,Surface water,surface.water,flooded,flood,high tide,NA,NA,NA,NA,NA,6.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.72,7.2035,0.81,6.71,,"Originally had a duplicate row, now deleted ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.045593625,0.060622345,0.05394276,NA,NA,6.7,7.2035,6.71,"sensor-filled pH, sensor-filled T"
BC13,middle,floodplain,low,3/23/2018 16:30,3/23/2018,5:30:00 PM,3/23/2018 17:30,Surface water,surface.water,flooded,flood,high tide,NA,NA,NA,NA,NA,7.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.798,7.71,1.14,6.76,,"Originally had a duplicate row, now deleted ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.043168053,0.062203542,0.054474349,NA,NA,7.5,7.71,6.76,"sensor-filled pH, sensor-filled T"
BC11,middle,river,low,3/23/2018 17:20,3/23/2018,6:20:00 PM,3/23/2018 18:20,Surface water,surface.water,flooded,flood,high tide,NA,3618-603,NA,NA,NA,NA,NA,5.53,NA,NA,NA,NA,3.956,NA,82.59196585,3.449989304,0.017471986,-43.34,NA,0.11244103,0.002018381,0.00014336,0.29,2.042,8.035,2.226666667,6.893333333,, ,20.4,6.666666667,0.045,47.3,NA,NA,NA,1527.1,71.79,0.39,NA,2.079,0.042,0.0032,NA,0.05408419,0.048056683,0.044799964,-43.34,0.29,2.226666667,8.035,5.53,"sensor-filled T, sensor-filled S"
BC11,middle,river,low,4/17/2018 9:15,4/17/2018,10:15:00 AM,4/17/2018 10:15,Surface water,surface.water,flooded,flood,low tide,NA,3618-1200,NA,NA,NA,NA,NA,5.36,NA,NA,NA,NA,4.336,NA,103.3658815,3.684487782,0.014338828,-67.49,NA,0.473141227,4.29E-05,0.000127001,1.43,1.149,8.3845,0.04,6.415,, ,15,-12.76595745,0.035,72.1,NA,NA,NA,1753.2,85.85,0.35,NA,8.025,0.001,0.0031,NA,0.058958408,0.042917738,0.04096808,-67.49,1.43,0.04,8.3845,5.36,"sensor-filled T, sensor-filled S"
BC01,mouth,river,medium,NA,4/17/2018,,NA,Surface water,surface.water,flooded,NA,NA,NA,3618-1201,NA,NA,NA,NA,NA,6.24,NA,NA,NA,NA,3.294,NA,NA,NA,NA,-66.71,NA,NA,NA,NA,2.6,NA,NA,NA,NA,,"Missing DateTime, can't find in notebook, not in sample sheet ",29,31.91489362,0.017,594,NA,NA,NA,1281,69.01,0.4,NA,2.741,0.013,0.0066,NA,NA,NA,NA,-66.71,2.6,NA,NA,6.24,NA
BC01,mouth,river,medium,4/18/2018 8:00,4/18/2018,9:00:00 AM,4/18/2018 9:00,Surface water,surface.water,flooded,flood,low tide,NA,3618-1202,NA,NA,NA,NA,NA,5.73,NA,NA,NA,NA,4.386,NA,107.9779836,3.674276579,0.015325587,-72.31,NA,0.249857554,0.003807092,0.000120119,1.15,1.119,8.1,0.05,6.46,"Pre BC01, using BC11", ,21.2,-8.510638298,0.06,127,NA,NA,NA,1814.2,84.93,0.37,NA,4.198,0.088,0.0029,NA,0.059518236,0.043262411,0.041420506,-72.31,1.15,0.05,8.1,5.73,"sensor-filled T, sensor-filled S"
BC22,freshwater,freshwater.wetland.edge,none,NA,4/18/2018,,NA,Surface water,surface.water,flooded,NA,NA,NA,3618-1203,NA,NA,NA,0,NA,5.25,NA,NA,NA,NA,2.072,NA,NA,NA,NA,-73.34,NA,NA,NA,NA,1.26,NA,NA,NA,NA,Salinity filled as 0,"Missing DateTime, not in sample sheet (originally labeled as BC32)",11.8,2.118644068,0.033,27.3,NA,NA,NA,1889.9,122.74,0.36,NA,0.525,0.168,0.0039,NA,NA,NA,NA,-73.34,1.26,0,NA,5.25,NA
BC11,middle,river,low,5/12/2018 11:30,5/12/2018,12:30:00 PM,5/12/2018 12:30,Surface water,surface.water,flooded,ebb,high tide,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75.32327953,3.438933277,0.013201355,NA,NA,0.243130883,0.00043803,0.000185533,NA,1.831,13.132,0.93,6.98,, ,NA,NA,NA,NA,NA,NA,NA,1560.8,86.36,0.37,NA,5.038,0.011,0.0052,NA,0.048259405,0.039820904,0.035679338,NA,NA,0.93,13.132,6.98,"sensor-filled pH, sensor-filled T, sensor-filled S"
BC01,mouth,river,medium,5/12/2018 12:00,5/12/2018,1:00:00 PM,5/12/2018 13:00,Surface water,surface.water,flooded,ebb,high tide,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62.79955083,2.78102423,0.012738383,NA,NA,1.393326701,0.000420961,0.000361495,NA,1.682,13.509,0.31,6.96,"Pre BC01, using BC11", ,NA,NA,NA,NA,NA,NA,NA,1279.9,72.67,0.37,NA,28.397,0.011,0.0105,NA,0.049065982,0.03826922,0.034428062,NA,NA,0.31,13.509,6.96,"sensor-filled pH, sensor-filled T, sensor-filled S"
BC01,mouth,river,medium,7/11/2018 10:55,7/11/2018,11:55:00 AM,7/11/2018 11:55,Surface water,surface.water,flooded,flood,high tide,NA,"3625-1001, 3625-28",NA,NA,NA,NA,NA,7.4,NA,NA,NA,NA,3.167,NA,49.79870573,3.524635201,0.014679584,NA,NA,0.202800472,0.015791217,0.000250627,NA,1.685,17.6685,4.973333333,6.698333333,"Pre BC01, using BC11",Originally split into two rows - now merged ,118,23.55555556,0.035,13260,NA,NA,NA,1441.9,79.46,0.41,NA,5.872,0.356,0.007,NA,0.034536865,0.044357352,0.035803863,NA,NA,4.973333333,17.6685,7.4,"sensor-filled T, sensor-filled S"
BC01,mouth,river,medium,7/11/2018 16:20,7/11/2018,5:20:00 PM,7/11/2018 17:20,Surface water,surface.water,flooded,ebb,low tide,NA,"3625-1002, 3625-6",NA,NA,NA,NA,NA,6.83,NA,NA,NA,NA,4.209,NA,73.4040126,3.926929822,0.011630623,NA,NA,0.195189926,0.038112867,0.000107583,NA,0.612,20.068,1.48,7.15,,Originally split into two rows - now merged ,59,28.04347826,0,1928,NA,NA,NA,1934.1,111.38,0.4,NA,5.143,1.081,0.0037,NA,0.037952543,0.035257046,0.029076558,NA,NA,1.48,20.068,6.83,"sensor-filled T, sensor-filled S"
BC11,middle,river,low,7/12/2018 10:40,7/12/2018,11:40:00 AM,7/12/2018 11:40,Surface water,surface.water,flooded,flood,high tide,NA,3625-1003,NA,NA,NA,NA,NA,6.59,NA,NA,NA,NA,4.373,NA,1613.637752,0.093313537,0.01148514,NA,NA,0.02307349,3.90E-05,0.000147666,NA,1.113,17.25233333,2.34,6.656666667,,Duplicate DateTime but different gas data ,52.4,14.94736842,0.006,4720,NA,NA,NA,40702,2.39,0.35,NA,0.582,0.001,0.0045,NA,0.039645171,0.039043321,0.032814687,NA,NA,2.34,17.25233333,6.59,"sensor-filled T, sensor-filled S"
